"logZ","niter","error","relative_error","below_tolerance","method","mu","nu","max_iter","eps","true_value"
62500000,NA,-Inf,-Inf,0,"Gaunt",50,0.2,1e+05,1e-13,743773.991838714
180941,1e+05,Inf,1,0,"ST",50,0.2,1e+05,1e-13,743773.991838714
180941,1e+05,Inf,1,0,"errorBounding",50,0.2,1e+05,1e-13,743773.991838714
180944,100002,Inf,1,0,"brms",50,0.2,1e+05,1e-13,743773.991838714
180941,1e+05,Inf,1,0,"brms_bulk",50,0.2,1e+05,1e-13,743773.991838714
62500000,NA,-Inf,-Inf,0,"Gaunt",50,0.2,1e+05,1e-14,743773.991838714
180941,1e+05,Inf,1,0,"ST",50,0.2,1e+05,1e-14,743773.991838714
180941,1e+05,Inf,1,0,"errorBounding",50,0.2,1e+05,1e-14,743773.991838714
180944,100002,Inf,1,0,"brms",50,0.2,1e+05,1e-14,743773.991838714
180941,1e+05,Inf,1,0,"brms_bulk",50,0.2,1e+05,1e-14,743773.991838714
62500000,NA,-Inf,-Inf,0,"Gaunt",50,0.2,1e+05,1e-15,743773.991838714
180941,1e+05,Inf,1,0,"ST",50,0.2,1e+05,1e-15,743773.991838714
180941,1e+05,Inf,1,0,"errorBounding",50,0.2,1e+05,1e-15,743773.991838714
180944,100002,Inf,1,0,"brms",50,0.2,1e+05,1e-15,743773.991838714
180941,1e+05,Inf,1,0,"brms_bulk",50,0.2,1e+05,1e-15,743773.991838714
62500000,NA,-Inf,-Inf,0,"Gaunt",50,0.2,1e+05,1e-16,743773.991838714
180941,1e+05,Inf,1,0,"ST",50,0.2,1e+05,1e-16,743773.991838714
180941,1e+05,Inf,1,0,"errorBounding",50,0.2,1e+05,1e-16,743773.991838714
180944,100002,Inf,1,0,"brms",50,0.2,1e+05,1e-16,743773.991838714
180941,1e+05,Inf,1,0,"brms_bulk",50,0.2,1e+05,1e-16,743773.991838714
62500000,NA,-Inf,-Inf,0,"Gaunt",50,0.2,1e+05,1e-17,743773.991838714
180941,1e+05,Inf,1,0,"ST",50,0.2,1e+05,1e-17,743773.991838714
180941,1e+05,Inf,1,0,"errorBounding",50,0.2,1e+05,1e-17,743773.991838714
180944,100002,Inf,1,0,"brms",50,0.2,1e+05,1e-17,743773.991838714
180941,1e+05,Inf,1,0,"brms_bulk",50,0.2,1e+05,1e-17,743773.991838714
62500000,NA,-Inf,-Inf,0,"Gaunt",50,0.2,1e+05,1e-18,743773.991838714
180941,1e+05,Inf,1,0,"ST",50,0.2,1e+05,1e-18,743773.991838714
180941,1e+05,Inf,1,0,"errorBounding",50,0.2,1e+05,1e-18,743773.991838714
180944,100002,Inf,1,0,"brms",50,0.2,1e+05,1e-18,743773.991838714
180941,1e+05,Inf,1,0,"brms_bulk",50,0.2,1e+05,1e-18,743773.991838714
62500000,NA,-Inf,-Inf,0,"Gaunt",50,0.2,1e+05,1e-19,743773.991838714
180941,1e+05,Inf,1,0,"ST",50,0.2,1e+05,1e-19,743773.991838714
180941,1e+05,Inf,1,0,"errorBounding",50,0.2,1e+05,1e-19,743773.991838714
180944,100002,Inf,1,0,"brms",50,0.2,1e+05,1e-19,743773.991838714
180941,1e+05,Inf,1,0,"brms_bulk",50,0.2,1e+05,1e-19,743773.991838714
62500000,NA,-Inf,-Inf,0,"Gaunt",50,0.2,1e+05,1e-20,743773.991838714
180941,1e+05,Inf,1,0,"ST",50,0.2,1e+05,1e-20,743773.991838714
180941,1e+05,Inf,1,0,"errorBounding",50,0.2,1e+05,1e-20,743773.991838714
180944,100002,Inf,1,0,"brms",50,0.2,1e+05,1e-20,743773.991838714
180941,1e+05,Inf,1,0,"brms_bulk",50,0.2,1e+05,1e-20,743773.991838714
2e+09,NA,-Inf,-Inf,0,"Gaunt",100,0.2,1e+05,0.1,1090347.40769817
250255,1e+05,Inf,1,0,"ST",100,0.2,1e+05,0.1,1090347.40769817
250255,1e+05,Inf,1,0,"errorBounding",100,0.2,1e+05,0.1,1090347.40769817
250260,100002,Inf,1,0,"brms",100,0.2,1e+05,0.1,1090347.40769817
250255,1e+05,Inf,1,0,"brms_bulk",100,0.2,1e+05,0.1,1090347.40769817
2e+09,NA,-Inf,-Inf,0,"Gaunt",100,0.2,1e+05,0.01,1090347.40769817
250255,1e+05,Inf,1,0,"ST",100,0.2,1e+05,0.01,1090347.40769817
250255,1e+05,Inf,1,0,"errorBounding",100,0.2,1e+05,0.01,1090347.40769817
250260,100002,Inf,1,0,"brms",100,0.2,1e+05,0.01,1090347.40769817
250255,1e+05,Inf,1,0,"brms_bulk",100,0.2,1e+05,0.01,1090347.40769817
2e+09,NA,-Inf,-Inf,0,"Gaunt",100,0.2,1e+05,0.001,1090347.40769817
250255,1e+05,Inf,1,0,"ST",100,0.2,1e+05,0.001,1090347.40769817
250255,1e+05,Inf,1,0,"errorBounding",100,0.2,1e+05,0.001,1090347.40769817
250260,100002,Inf,1,0,"brms",100,0.2,1e+05,0.001,1090347.40769817
250255,1e+05,Inf,1,0,"brms_bulk",100,0.2,1e+05,0.001,1090347.40769817
2e+09,NA,-Inf,-Inf,0,"Gaunt",100,0.2,1e+05,1e-04,1090347.40769817
250255,1e+05,Inf,1,0,"ST",100,0.2,1e+05,1e-04,1090347.40769817
250255,1e+05,Inf,1,0,"errorBounding",100,0.2,1e+05,1e-04,1090347.40769817
250260,100002,Inf,1,0,"brms",100,0.2,1e+05,1e-04,1090347.40769817
250255,1e+05,Inf,1,0,"brms_bulk",100,0.2,1e+05,1e-04,1090347.40769817
2e+09,NA,-Inf,-Inf,0,"Gaunt",100,0.2,1e+05,1e-05,1090347.40769817
250255,1e+05,Inf,1,0,"ST",100,0.2,1e+05,1e-05,1090347.40769817
250255,1e+05,Inf,1,0,"errorBounding",100,0.2,1e+05,1e-05,1090347.40769817
250260,100002,Inf,1,0,"brms",100,0.2,1e+05,1e-05,1090347.40769817
250255,1e+05,Inf,1,0,"brms_bulk",100,0.2,1e+05,1e-05,1090347.40769817
2e+09,NA,-Inf,-Inf,0,"Gaunt",100,0.2,1e+05,1e-06,1090347.40769817
250255,1e+05,Inf,1,0,"ST",100,0.2,1e+05,1e-06,1090347.40769817
250255,1e+05,Inf,1,0,"errorBounding",100,0.2,1e+05,1e-06,1090347.40769817
250260,100002,Inf,1,0,"brms",100,0.2,1e+05,1e-06,1090347.40769817
250255,1e+05,Inf,1,0,"brms_bulk",100,0.2,1e+05,1e-06,1090347.40769817
2e+09,NA,-Inf,-Inf,0,"Gaunt",100,0.2,1e+05,1e-07,1090347.40769817
250255,1e+05,Inf,1,0,"ST",100,0.2,1e+05,1e-07,1090347.40769817
250255,1e+05,Inf,1,0,"errorBounding",100,0.2,1e+05,1e-07,1090347.40769817
250260,100002,Inf,1,0,"brms",100,0.2,1e+05,1e-07,1090347.40769817
250255,1e+05,Inf,1,0,"brms_bulk",100,0.2,1e+05,1e-07,1090347.40769817
2e+09,NA,-Inf,-Inf,0,"Gaunt",100,0.2,1e+05,1e-08,1090347.40769817
250255,1e+05,Inf,1,0,"ST",100,0.2,1e+05,1e-08,1090347.40769817
250255,1e+05,Inf,1,0,"errorBounding",100,0.2,1e+05,1e-08,1090347.40769817
250260,100002,Inf,1,0,"brms",100,0.2,1e+05,1e-08,1090347.40769817
250255,1e+05,Inf,1,0,"brms_bulk",100,0.2,1e+05,1e-08,1090347.40769817
2e+09,NA,-Inf,-Inf,0,"Gaunt",100,0.2,1e+05,1e-09,1090347.40769817
250255,1e+05,Inf,1,0,"ST",100,0.2,1e+05,1e-09,1090347.40769817
250255,1e+05,Inf,1,0,"errorBounding",100,0.2,1e+05,1e-09,1090347.40769817
250260,100002,Inf,1,0,"brms",100,0.2,1e+05,1e-09,1090347.40769817
250255,1e+05,Inf,1,0,"brms_bulk",100,0.2,1e+05,1e-09,1090347.40769817
2e+09,NA,-Inf,-Inf,0,"Gaunt",100,0.2,1e+05,1e-10,1090347.40769817
250255,1e+05,Inf,1,0,"ST",100,0.2,1e+05,1e-10,1090347.40769817
250255,1e+05,Inf,1,0,"errorBounding",100,0.2,1e+05,1e-10,1090347.40769817
250260,100002,Inf,1,0,"brms",100,0.2,1e+05,1e-10,1090347.40769817
250255,1e+05,Inf,1,0,"brms_bulk",100,0.2,1e+05,1e-10,1090347.40769817
2e+09,NA,-Inf,-Inf,0,"Gaunt",100,0.2,1e+05,1e-11,1090347.40769817
250255,1e+05,Inf,1,0,"ST",100,0.2,1e+05,1e-11,1090347.40769817
250255,1e+05,Inf,1,0,"errorBounding",100,0.2,1e+05,1e-11,1090347.40769817
250260,100002,Inf,1,0,"brms",100,0.2,1e+05,1e-11,1090347.40769817
250255,1e+05,Inf,1,0,"brms_bulk",100,0.2,1e+05,1e-11,1090347.40769817
2e+09,NA,-Inf,-Inf,0,"Gaunt",100,0.2,1e+05,1e-12,1090347.40769817
250255,1e+05,Inf,1,0,"ST",100,0.2,1e+05,1e-12,1090347.40769817
250255,1e+05,Inf,1,0,"errorBounding",100,0.2,1e+05,1e-12,1090347.40769817
250260,100002,Inf,1,0,"brms",100,0.2,1e+05,1e-12,1090347.40769817
250255,1e+05,Inf,1,0,"brms_bulk",100,0.2,1e+05,1e-12,1090347.40769817
2e+09,NA,-Inf,-Inf,0,"Gaunt",100,0.2,1e+05,1e-13,1090347.40769817
250255,1e+05,Inf,1,0,"ST",100,0.2,1e+05,1e-13,1090347.40769817
250255,1e+05,Inf,1,0,"errorBounding",100,0.2,1e+05,1e-13,1090347.40769817
250260,100002,Inf,1,0,"brms",100,0.2,1e+05,1e-13,1090347.40769817
250255,1e+05,Inf,1,0,"brms_bulk",100,0.2,1e+05,1e-13,1090347.40769817
2e+09,NA,-Inf,-Inf,0,"Gaunt",100,0.2,1e+05,1e-14,1090347.40769817
250255,1e+05,Inf,1,0,"ST",100,0.2,1e+05,1e-14,1090347.40769817
250255,1e+05,Inf,1,0,"errorBounding",100,0.2,1e+05,1e-14,1090347.40769817
250260,100002,Inf,1,0,"brms",100,0.2,1e+05,1e-14,1090347.40769817
250255,1e+05,Inf,1,0,"brms_bulk",100,0.2,1e+05,1e-14,1090347.40769817
2e+09,NA,-Inf,-Inf,0,"Gaunt",100,0.2,1e+05,1e-15,1090347.40769817
250255,1e+05,Inf,1,0,"ST",100,0.2,1e+05,1e-15,1090347.40769817
250255,1e+05,Inf,1,0,"errorBounding",100,0.2,1e+05,1e-15,1090347.40769817
250260,100002,Inf,1,0,"brms",100,0.2,1e+05,1e-15,1090347.40769817
250255,1e+05,Inf,1,0,"brms_bulk",100,0.2,1e+05,1e-15,1090347.40769817
2e+09,NA,-Inf,-Inf,0,"Gaunt",100,0.2,1e+05,1e-16,1090347.40769817
250255,1e+05,Inf,1,0,"ST",100,0.2,1e+05,1e-16,1090347.40769817
250255,1e+05,Inf,1,0,"errorBounding",100,0.2,1e+05,1e-16,1090347.40769817
250260,100002,Inf,1,0,"brms",100,0.2,1e+05,1e-16,1090347.40769817
250255,1e+05,Inf,1,0,"brms_bulk",100,0.2,1e+05,1e-16,1090347.40769817
2e+09,NA,-Inf,-Inf,0,"Gaunt",100,0.2,1e+05,1e-17,1090347.40769817
250255,1e+05,Inf,1,0,"ST",100,0.2,1e+05,1e-17,1090347.40769817
250255,1e+05,Inf,1,0,"errorBounding",100,0.2,1e+05,1e-17,1090347.40769817
250260,100002,Inf,1,0,"brms",100,0.2,1e+05,1e-17,1090347.40769817
250255,1e+05,Inf,1,0,"brms_bulk",100,0.2,1e+05,1e-17,1090347.40769817
2e+09,NA,-Inf,-Inf,0,"Gaunt",100,0.2,1e+05,1e-18,1090347.40769817
250255,1e+05,Inf,1,0,"ST",100,0.2,1e+05,1e-18,1090347.40769817
250255,1e+05,Inf,1,0,"errorBounding",100,0.2,1e+05,1e-18,1090347.40769817
250260,100002,Inf,1,0,"brms",100,0.2,1e+05,1e-18,1090347.40769817
250255,1e+05,Inf,1,0,"brms_bulk",100,0.2,1e+05,1e-18,1090347.40769817
2e+09,NA,-Inf,-Inf,0,"Gaunt",100,0.2,1e+05,1e-19,1090347.40769817
250255,1e+05,Inf,1,0,"ST",100,0.2,1e+05,1e-19,1090347.40769817
250255,1e+05,Inf,1,0,"errorBounding",100,0.2,1e+05,1e-19,1090347.40769817
250260,100002,Inf,1,0,"brms",100,0.2,1e+05,1e-19,1090347.40769817
250255,1e+05,Inf,1,0,"brms_bulk",100,0.2,1e+05,1e-19,1090347.40769817
2e+09,NA,-Inf,-Inf,0,"Gaunt",100,0.2,1e+05,1e-20,1090347.40769817
250255,1e+05,Inf,1,0,"ST",100,0.2,1e+05,1e-20,1090347.40769817
250255,1e+05,Inf,1,0,"errorBounding",100,0.2,1e+05,1e-20,1090347.40769817
250260,100002,Inf,1,0,"brms",100,0.2,1e+05,1e-20,1090347.40769817
250255,1e+05,Inf,1,0,"brms_bulk",100,0.2,1e+05,1e-20,1090347.40769817
6.25e+12,NA,-Inf,-Inf,0,"Gaunt",500,0.2,1e+05,0.1,1895066.24342906
411197,1e+05,Inf,1,0,"ST",500,0.2,1e+05,0.1,1895066.24342906
411197,1e+05,Inf,1,0,"errorBounding",500,0.2,1e+05,0.1,1895066.24342906
411205,100002,Inf,1,0,"brms",500,0.2,1e+05,0.1,1895066.24342906
411197,1e+05,Inf,1,0,"brms_bulk",500,0.2,1e+05,0.1,1895066.24342906
6.25e+12,NA,-Inf,-Inf,0,"Gaunt",500,0.2,1e+05,0.01,1895066.24342906
411197,1e+05,Inf,1,0,"ST",500,0.2,1e+05,0.01,1895066.24342906
411197,1e+05,Inf,1,0,"errorBounding",500,0.2,1e+05,0.01,1895066.24342906
411205,100002,Inf,1,0,"brms",500,0.2,1e+05,0.01,1895066.24342906
411197,1e+05,Inf,1,0,"brms_bulk",500,0.2,1e+05,0.01,1895066.24342906
6.25e+12,NA,-Inf,-Inf,0,"Gaunt",500,0.2,1e+05,0.001,1895066.24342906
411197,1e+05,Inf,1,0,"ST",500,0.2,1e+05,0.001,1895066.24342906
411197,1e+05,Inf,1,0,"errorBounding",500,0.2,1e+05,0.001,1895066.24342906
411205,100002,Inf,1,0,"brms",500,0.2,1e+05,0.001,1895066.24342906
411197,1e+05,Inf,1,0,"brms_bulk",500,0.2,1e+05,0.001,1895066.24342906
6.25e+12,NA,-Inf,-Inf,0,"Gaunt",500,0.2,1e+05,1e-04,1895066.24342906
411197,1e+05,Inf,1,0,"ST",500,0.2,1e+05,1e-04,1895066.24342906
411197,1e+05,Inf,1,0,"errorBounding",500,0.2,1e+05,1e-04,1895066.24342906
411205,100002,Inf,1,0,"brms",500,0.2,1e+05,1e-04,1895066.24342906
411197,1e+05,Inf,1,0,"brms_bulk",500,0.2,1e+05,1e-04,1895066.24342906
6.25e+12,NA,-Inf,-Inf,0,"Gaunt",500,0.2,1e+05,1e-05,1895066.24342906
411197,1e+05,Inf,1,0,"ST",500,0.2,1e+05,1e-05,1895066.24342906
411197,1e+05,Inf,1,0,"errorBounding",500,0.2,1e+05,1e-05,1895066.24342906
411205,100002,Inf,1,0,"brms",500,0.2,1e+05,1e-05,1895066.24342906
411197,1e+05,Inf,1,0,"brms_bulk",500,0.2,1e+05,1e-05,1895066.24342906
6.25e+12,NA,-Inf,-Inf,0,"Gaunt",500,0.2,1e+05,1e-06,1895066.24342906
411197,1e+05,Inf,1,0,"ST",500,0.2,1e+05,1e-06,1895066.24342906
411197,1e+05,Inf,1,0,"errorBounding",500,0.2,1e+05,1e-06,1895066.24342906
411205,100002,Inf,1,0,"brms",500,0.2,1e+05,1e-06,1895066.24342906
411197,1e+05,Inf,1,0,"brms_bulk",500,0.2,1e+05,1e-06,1895066.24342906
6.25e+12,NA,-Inf,-Inf,0,"Gaunt",500,0.2,1e+05,1e-07,1895066.24342906
411197,1e+05,Inf,1,0,"ST",500,0.2,1e+05,1e-07,1895066.24342906
411197,1e+05,Inf,1,0,"errorBounding",500,0.2,1e+05,1e-07,1895066.24342906
411205,100002,Inf,1,0,"brms",500,0.2,1e+05,1e-07,1895066.24342906
411197,1e+05,Inf,1,0,"brms_bulk",500,0.2,1e+05,1e-07,1895066.24342906
6.25e+12,NA,-Inf,-Inf,0,"Gaunt",500,0.2,1e+05,1e-08,1895066.24342906
411197,1e+05,Inf,1,0,"ST",500,0.2,1e+05,1e-08,1895066.24342906
411197,1e+05,Inf,1,0,"errorBounding",500,0.2,1e+05,1e-08,1895066.24342906
411205,100002,Inf,1,0,"brms",500,0.2,1e+05,1e-08,1895066.24342906
411197,1e+05,Inf,1,0,"brms_bulk",500,0.2,1e+05,1e-08,1895066.24342906
6.25e+12,NA,-Inf,-Inf,0,"Gaunt",500,0.2,1e+05,1e-09,1895066.24342906
411197,1e+05,Inf,1,0,"ST",500,0.2,1e+05,1e-09,1895066.24342906
411197,1e+05,Inf,1,0,"errorBounding",500,0.2,1e+05,1e-09,1895066.24342906
411205,100002,Inf,1,0,"brms",500,0.2,1e+05,1e-09,1895066.24342906
411197,1e+05,Inf,1,0,"brms_bulk",500,0.2,1e+05,1e-09,1895066.24342906
6.25e+12,NA,-Inf,-Inf,0,"Gaunt",500,0.2,1e+05,1e-10,1895066.24342906
411197,1e+05,Inf,1,0,"ST",500,0.2,1e+05,1e-10,1895066.24342906
411197,1e+05,Inf,1,0,"errorBounding",500,0.2,1e+05,1e-10,1895066.24342906
411205,100002,Inf,1,0,"brms",500,0.2,1e+05,1e-10,1895066.24342906
411197,1e+05,Inf,1,0,"brms_bulk",500,0.2,1e+05,1e-10,1895066.24342906
6.25e+12,NA,-Inf,-Inf,0,"Gaunt",500,0.2,1e+05,1e-11,1895066.24342906
411197,1e+05,Inf,1,0,"ST",500,0.2,1e+05,1e-11,1895066.24342906
411197,1e+05,Inf,1,0,"errorBounding",500,0.2,1e+05,1e-11,1895066.24342906
411205,100002,Inf,1,0,"brms",500,0.2,1e+05,1e-11,1895066.24342906
411197,1e+05,Inf,1,0,"brms_bulk",500,0.2,1e+05,1e-11,1895066.24342906
6.25e+12,NA,-Inf,-Inf,0,"Gaunt",500,0.2,1e+05,1e-12,1895066.24342906
411197,1e+05,Inf,1,0,"ST",500,0.2,1e+05,1e-12,1895066.24342906
411197,1e+05,Inf,1,0,"errorBounding",500,0.2,1e+05,1e-12,1895066.24342906
411205,100002,Inf,1,0,"brms",500,0.2,1e+05,1e-12,1895066.24342906
411197,1e+05,Inf,1,0,"brms_bulk",500,0.2,1e+05,1e-12,1895066.24342906
6.25e+12,NA,-Inf,-Inf,0,"Gaunt",500,0.2,1e+05,1e-13,1895066.24342906
411197,1e+05,Inf,1,0,"ST",500,0.2,1e+05,1e-13,1895066.24342906
411197,1e+05,Inf,1,0,"errorBounding",500,0.2,1e+05,1e-13,1895066.24342906
411205,100002,Inf,1,0,"brms",500,0.2,1e+05,1e-13,1895066.24342906
411197,1e+05,Inf,1,0,"brms_bulk",500,0.2,1e+05,1e-13,1895066.24342906
6.25e+12,NA,-Inf,-Inf,0,"Gaunt",500,0.2,1e+05,1e-14,1895066.24342906
411197,1e+05,Inf,1,0,"ST",500,0.2,1e+05,1e-14,1895066.24342906
411197,1e+05,Inf,1,0,"errorBounding",500,0.2,1e+05,1e-14,1895066.24342906
411205,100002,Inf,1,0,"brms",500,0.2,1e+05,1e-14,1895066.24342906
411197,1e+05,Inf,1,0,"brms_bulk",500,0.2,1e+05,1e-14,1895066.24342906
6.25e+12,NA,-Inf,-Inf,0,"Gaunt",500,0.2,1e+05,1e-15,1895066.24342906
411197,1e+05,Inf,1,0,"ST",500,0.2,1e+05,1e-15,1895066.24342906
411197,1e+05,Inf,1,0,"errorBounding",500,0.2,1e+05,1e-15,1895066.24342906
411205,100002,Inf,1,0,"brms",500,0.2,1e+05,1e-15,1895066.24342906
411197,1e+05,Inf,1,0,"brms_bulk",500,0.2,1e+05,1e-15,1895066.24342906
6.25e+12,NA,-Inf,-Inf,0,"Gaunt",500,0.2,1e+05,1e-16,1895066.24342906
411197,1e+05,Inf,1,0,"ST",500,0.2,1e+05,1e-16,1895066.24342906
411197,1e+05,Inf,1,0,"errorBounding",500,0.2,1e+05,1e-16,1895066.24342906
411205,100002,Inf,1,0,"brms",500,0.2,1e+05,1e-16,1895066.24342906
411197,1e+05,Inf,1,0,"brms_bulk",500,0.2,1e+05,1e-16,1895066.24342906
6.25e+12,NA,-Inf,-Inf,0,"Gaunt",500,0.2,1e+05,1e-17,1895066.24342906
411197,1e+05,Inf,1,0,"ST",500,0.2,1e+05,1e-17,1895066.24342906
411197,1e+05,Inf,1,0,"errorBounding",500,0.2,1e+05,1e-17,1895066.24342906
411205,100002,Inf,1,0,"brms",500,0.2,1e+05,1e-17,1895066.24342906
411197,1e+05,Inf,1,0,"brms_bulk",500,0.2,1e+05,1e-17,1895066.24342906
6.25e+12,NA,-Inf,-Inf,0,"Gaunt",500,0.2,1e+05,1e-18,1895066.24342906
411197,1e+05,Inf,1,0,"ST",500,0.2,1e+05,1e-18,1895066.24342906
411197,1e+05,Inf,1,0,"errorBounding",500,0.2,1e+05,1e-18,1895066.24342906
411205,100002,Inf,1,0,"brms",500,0.2,1e+05,1e-18,1895066.24342906
411197,1e+05,Inf,1,0,"brms_bulk",500,0.2,1e+05,1e-18,1895066.24342906
6.25e+12,NA,-Inf,-Inf,0,"Gaunt",500,0.2,1e+05,1e-19,1895066.24342906
411197,1e+05,Inf,1,0,"ST",500,0.2,1e+05,1e-19,1895066.24342906
411197,1e+05,Inf,1,0,"errorBounding",500,0.2,1e+05,1e-19,1895066.24342906
411205,100002,Inf,1,0,"brms",500,0.2,1e+05,1e-19,1895066.24342906
411197,1e+05,Inf,1,0,"brms_bulk",500,0.2,1e+05,1e-19,1895066.24342906
6.25e+12,NA,-Inf,-Inf,0,"Gaunt",500,0.2,1e+05,1e-20,1895066.24342906
411197,1e+05,Inf,1,0,"ST",500,0.2,1e+05,1e-20,1895066.24342906
411197,1e+05,Inf,1,0,"errorBounding",500,0.2,1e+05,1e-20,1895066.24342906
411205,100002,Inf,1,0,"brms",500,0.2,1e+05,1e-20,1895066.24342906
411197,1e+05,Inf,1,0,"brms_bulk",500,0.2,1e+05,1e-20,1895066.24342906
NA,NA,0,0,1,"Gaunt",0.1,0.5,1e+05,0.1,0.102105837036908
0.0953102,2,0.00750068,0.00677262,1,"ST",0.1,0.5,1e+05,0.1,0.102105837036908
0.100348,2,0.00194512,0.00175632,1,"errorBounding",0.1,0.5,1e+05,0.1,0.102105837036908
0.0953102,3,0.00750068,0.00677262,1,"brms",0.1,0.5,1e+05,0.1,0.102105837036908
0.0953102,2,0.00750068,0.00677262,1,"brms_bulk",0.1,0.5,1e+05,0.1,0.102105837036908
NA,NA,0,0,1,"Gaunt",0.1,0.5,1e+05,0.01,0.102105837036908
0.101718,3,0.000429612,0.000387912,1,"ST",0.1,0.5,1e+05,0.01,0.102105837036908
0.100348,2,0.00194512,0.00175632,1,"errorBounding",0.1,0.5,1e+05,0.01,0.102105837036908
0.0953102,3,0.00750068,0.00677262,1,"brms",0.1,0.5,1e+05,0.01,0.102105837036908
0.101718,3,0.000429612,0.000387912,1,"brms_bulk",0.1,0.5,1e+05,0.01,0.102105837036908
NA,NA,0,0,1,"Gaunt",0.1,0.5,1e+05,0.001,0.102105837036908
0.102087,4,2.1364e-05,1.92903e-05,1,"ST",0.1,0.5,1e+05,0.001,0.102105837036908
0.101961,3,0.00016059,0.000145002,1,"errorBounding",0.1,0.5,1e+05,0.001,0.102105837036908
0.101718,4,0.000429612,0.000387912,1,"brms",0.1,0.5,1e+05,0.001,0.102105837036908
0.102087,4,2.1364e-05,1.92903e-05,1,"brms_bulk",0.1,0.5,1e+05,0.001,0.102105837036908
NA,NA,0,0,1,"Gaunt",0.1,0.5,1e+05,1e-04,0.102105837036908
0.102105,5,9.51599e-07,8.59231e-07,1,"ST",0.1,0.5,1e+05,1e-04,0.102105837036908
0.102098,4,8.8568e-06,7.9971e-06,1,"errorBounding",0.1,0.5,1e+05,1e-04,0.102105837036908
0.102087,5,2.1364e-05,1.92903e-05,1,"brms",0.1,0.5,1e+05,1e-04,0.102105837036908
0.102105,5,9.51599e-07,8.59231e-07,1,"brms_bulk",0.1,0.5,1e+05,1e-04,0.102105837036908
NA,NA,0,0,1,"Gaunt",0.1,0.5,1e+05,1e-05,0.102105837036908
0.102106,6,3.87279e-08,3.49687e-08,1,"ST",0.1,0.5,1e+05,1e-05,0.102105837036908
0.102105,5,4.1443e-07,3.74203e-07,1,"errorBounding",0.1,0.5,1e+05,1e-05,0.102105837036908
0.102105,6,9.51599e-07,8.59231e-07,1,"brms",0.1,0.5,1e+05,1e-05,0.102105837036908
0.102106,6,3.87279e-08,3.49687e-08,1,"brms_bulk",0.1,0.5,1e+05,1e-05,0.102105837036908
NA,NA,0,0,1,"Gaunt",0.1,0.5,1e+05,1e-06,0.102105837036908
0.102106,6,3.87279e-08,3.49687e-08,1,"ST",0.1,0.5,1e+05,1e-06,0.102105837036908
0.102105,5,4.1443e-07,3.74203e-07,1,"errorBounding",0.1,0.5,1e+05,1e-06,0.102105837036908
0.102105,6,9.51599e-07,8.59231e-07,1,"brms",0.1,0.5,1e+05,1e-06,0.102105837036908
0.102106,6,3.87279e-08,3.49687e-08,1,"brms_bulk",0.1,0.5,1e+05,1e-06,0.102105837036908
NA,NA,0,0,1,"Gaunt",0.1,0.5,1e+05,1e-07,0.102105837036908
0.102106,7,1.46011e-09,1.31838e-09,1,"ST",0.1,0.5,1e+05,1e-07,0.102105837036908
0.102106,6,1.73599e-08,1.56748e-08,1,"errorBounding",0.1,0.5,1e+05,1e-07,0.102105837036908
0.102106,7,3.87279e-08,3.49687e-08,1,"brms",0.1,0.5,1e+05,1e-07,0.102105837036908
0.102106,7,1.46011e-09,1.31838e-09,1,"brms_bulk",0.1,0.5,1e+05,1e-07,0.102105837036908
NA,NA,0,0,1,"Gaunt",0.1,0.5,1e+05,1e-08,0.102105837036908
0.102106,8,5.15156e-11,4.65152e-11,1,"ST",0.1,0.5,1e+05,1e-08,0.102105837036908
0.102106,7,6.67002e-10,6.02259e-10,1,"errorBounding",0.1,0.5,1e+05,1e-08,0.102105837036908
0.102106,8,1.46011e-09,1.31838e-09,1,"brms",0.1,0.5,1e+05,1e-08,0.102105837036908
0.102106,8,5.15156e-11,4.65152e-11,1,"brms_bulk",0.1,0.5,1e+05,1e-08,0.102105837036908
NA,NA,0,0,1,"Gaunt",0.1,0.5,1e+05,1e-09,0.102105837036908
0.102106,9,1.71436e-12,1.54796e-12,1,"ST",0.1,0.5,1e+05,1e-09,0.102105837036908
0.102106,7,6.67002e-10,6.02259e-10,1,"errorBounding",0.1,0.5,1e+05,1e-09,0.102105837036908
0.102106,9,5.15156e-11,4.65152e-11,1,"brms",0.1,0.5,1e+05,1e-09,0.102105837036908
0.102106,9,1.71436e-12,1.54796e-12,1,"brms_bulk",0.1,0.5,1e+05,1e-09,0.102105837036908
NA,NA,0,0,1,"Gaunt",0.1,0.5,1e+05,1e-10,0.102105837036908
0.102106,9,1.71436e-12,1.54796e-12,1,"ST",0.1,0.5,1e+05,1e-10,0.102105837036908
0.102106,8,2.385e-11,2.1535e-11,1,"errorBounding",0.1,0.5,1e+05,1e-10,0.102105837036908
0.102106,9,5.15156e-11,4.65152e-11,1,"brms",0.1,0.5,1e+05,1e-10,0.102105837036908
0.102106,9,1.71436e-12,1.54796e-12,1,"brms_bulk",0.1,0.5,1e+05,1e-10,0.102105837036908
NA,NA,0,0,1,"Gaunt",0.1,0.5,1e+05,1e-11,0.102105837036908
0.102106,10,5.43625e-14,4.90857e-14,1,"ST",0.1,0.5,1e+05,1e-11,0.102105837036908
0.102106,9,8.01758e-13,7.23935e-13,1,"errorBounding",0.1,0.5,1e+05,1e-11,0.102105837036908
