"logZ","niter","error","relative_error","below_tolerance","method","mu","nu","max_iter","eps","true_value"
0.887932,5,0.00081541,0.000335433,1,"brms_bulk",1,1.5,1e+05,0.01,0.888267875609257
0.892626,NA,-0.0106163,-0.00436719,0,"Gaunt",1,1.5,1e+05,0.001,0.888267875609257
0.888245,6,5.46839e-05,2.24952e-05,1,"ST",1,1.5,1e+05,0.001,0.888267875609257
0.888182,5,0.000207897,8.55222e-05,1,"errorBounding",1,1.5,1e+05,0.001,0.888267875609257
0.887932,6,0.00081541,0.000335433,1,"brms",1,1.5,1e+05,0.001,0.888267875609257
0.888245,6,5.46839e-05,2.24952e-05,1,"brms_bulk",1,1.5,1e+05,0.001,0.888267875609257
0.892626,NA,-0.0106163,-0.00436719,0,"Gaunt",1,1.5,1e+05,1e-04,0.888267875609257
0.888267,7,2.92306e-06,1.20245e-06,1,"ST",1,1.5,1e+05,1e-04,0.888267875609257
0.888261,6,1.73214e-05,7.12546e-06,1,"errorBounding",1,1.5,1e+05,1e-04,0.888267875609257
0.888245,7,5.46839e-05,2.24952e-05,1,"brms",1,1.5,1e+05,1e-04,0.888267875609257
0.888267,7,2.92306e-06,1.20245e-06,1,"brms_bulk",1,1.5,1e+05,1e-04,0.888267875609257
0.892626,NA,-0.0106163,-0.00436719,0,"Gaunt",1,1.5,1e+05,1e-05,0.888267875609257
0.888268,8,1.28238e-07,5.27531e-08,1,"ST",1,1.5,1e+05,1e-05,0.888267875609257
0.888267,7,1.03356e-06,4.25172e-07,1,"errorBounding",1,1.5,1e+05,1e-05,0.888267875609257
0.888267,8,2.92306e-06,1.20245e-06,1,"brms",1,1.5,1e+05,1e-05,0.888267875609257
0.888268,8,1.28238e-07,5.27531e-08,1,"brms_bulk",1,1.5,1e+05,1e-05,0.888267875609257
0.892626,NA,-0.0106163,-0.00436719,0,"Gaunt",1,1.5,1e+05,1e-06,0.888267875609257
0.888268,9,4.72335e-09,1.94303e-09,1,"ST",1,1.5,1e+05,1e-06,0.888267875609257
0.888268,8,4.84785e-08,1.99425e-08,1,"errorBounding",1,1.5,1e+05,1e-06,0.888267875609257
0.888268,9,1.28238e-07,5.27531e-08,1,"brms",1,1.5,1e+05,1e-06,0.888267875609257
0.888268,9,4.72335e-09,1.94303e-09,1,"brms_bulk",1,1.5,1e+05,1e-06,0.888267875609257
0.892626,NA,-0.0106163,-0.00436719,0,"Gaunt",1,1.5,1e+05,1e-07,0.888267875609257
0.888268,10,1.48725e-10,6.11805e-11,1,"ST",1,1.5,1e+05,1e-07,0.888267875609257
0.888268,8,4.84785e-08,1.99425e-08,1,"errorBounding",1,1.5,1e+05,1e-07,0.888267875609257
0.888268,10,4.72335e-09,1.94303e-09,1,"brms",1,1.5,1e+05,1e-07,0.888267875609257
0.888268,10,1.48724e-10,6.11803e-11,1,"brms_bulk",1,1.5,1e+05,1e-07,0.888267875609257
0.892626,NA,-0.0106163,-0.00436719,0,"Gaunt",1,1.5,1e+05,1e-08,0.888267875609257
0.888268,10,1.48725e-10,6.11805e-11,1,"ST",1,1.5,1e+05,1e-08,0.888267875609257
0.888268,9,1.86783e-09,7.68366e-10,1,"errorBounding",1,1.5,1e+05,1e-08,0.888267875609257
0.888268,10,4.72335e-09,1.94303e-09,1,"brms",1,1.5,1e+05,1e-08,0.888267875609257
0.888268,10,1.48724e-10,6.11803e-11,1,"brms_bulk",1,1.5,1e+05,1e-08,0.888267875609257
0.892626,NA,-0.0106163,-0.00436719,0,"Gaunt",1,1.5,1e+05,1e-09,0.888267875609257
0.888268,11,4.06205e-12,1.671e-12,1,"ST",1,1.5,1e+05,1e-09,0.888267875609257
0.888268,10,6.07508e-11,2.49909e-11,1,"errorBounding",1,1.5,1e+05,1e-09,0.888267875609257
0.888268,11,1.48724e-10,6.11803e-11,1,"brms",1,1.5,1e+05,1e-09,0.888267875609257
0.888268,11,4.06151e-12,1.67077e-12,1,"brms_bulk",1,1.5,1e+05,1e-09,0.888267875609257
0.892626,NA,-0.0106163,-0.00436719,0,"Gaunt",1,1.5,1e+05,1e-10,0.888267875609257
0.888268,12,9.66191e-14,3.9746e-14,1,"ST",1,1.5,1e+05,1e-10,0.888267875609257
0.888268,10,6.07508e-11,2.49909e-11,1,"errorBounding",1,1.5,1e+05,1e-10,0.888267875609257
0.888268,12,4.06151e-12,1.67077e-12,1,"brms",1,1.5,1e+05,1e-10,0.888267875609257
0.888268,12,9.66191e-14,3.9746e-14,1,"brms_bulk",1,1.5,1e+05,1e-10,0.888267875609257
0.892626,NA,-0.0106163,-0.00436719,0,"Gaunt",1,1.5,1e+05,1e-11,0.888267875609257
0.888268,12,9.66191e-14,3.9746e-14,1,"ST",1,1.5,1e+05,1e-11,0.888267875609257
0.888268,11,1.70001e-12,6.99329e-13,1,"errorBounding",1,1.5,1e+05,1e-11,0.888267875609257
0.888268,12,4.06151e-12,1.67077e-12,1,"brms",1,1.5,1e+05,1e-11,0.888267875609257
0.888268,12,9.66191e-14,3.9746e-14,1,"brms_bulk",1,1.5,1e+05,1e-11,0.888267875609257
0.892626,NA,-0.0106163,-0.00436719,0,"Gaunt",1,1.5,1e+05,1e-12,0.888267875609257
0.888268,13,1.34943e-15,5.55112e-16,1,"ST",1,1.5,1e+05,1e-12,0.888267875609257
0.888268,12,4.07528e-14,1.67644e-14,1,"errorBounding",1,1.5,1e+05,1e-12,0.888267875609257
0.888268,13,9.63492e-14,3.9635e-14,1,"brms",1,1.5,1e+05,1e-12,0.888267875609257
0.888268,13,1.34943e-15,5.55112e-16,1,"brms_bulk",1,1.5,1e+05,1e-12,0.888267875609257
0.892626,NA,-0.0106163,-0.00436719,0,"Gaunt",1,1.5,1e+05,1e-13,0.888267875609257
0.888268,13,1.34943e-15,5.55112e-16,1,"ST",1,1.5,1e+05,1e-13,0.888267875609257
0.888268,12,4.07528e-14,1.67644e-14,1,"errorBounding",1,1.5,1e+05,1e-13,0.888267875609257
0.888268,13,9.63492e-14,3.9635e-14,1,"brms",1,1.5,1e+05,1e-13,0.888267875609257
0.888268,13,1.34943e-15,5.55112e-16,1,"brms_bulk",1,1.5,1e+05,1e-13,0.888267875609257
0.892626,NA,-0.0106163,-0.00436719,0,"Gaunt",1,1.5,1e+05,1e-14,0.888267875609257
0.888268,14,-5.39772e-16,-2.22045e-16,1,"ST",1,1.5,1e+05,1e-14,0.888267875609257
0.888268,13,0,0,1,"errorBounding",1,1.5,1e+05,1e-14,0.888267875609257
0.888268,14,1.34943e-15,5.55112e-16,1,"brms",1,1.5,1e+05,1e-14,0.888267875609257
0.888268,14,-1.07954e-15,-4.44089e-16,1,"brms_bulk",1,1.5,1e+05,1e-14,0.888267875609257
0.892626,NA,-0.0106163,-0.00436719,0,"Gaunt",1,1.5,1e+05,1e-15,0.888267875609257
0.888268,15,-1.07954e-15,-4.44089e-16,0,"ST",1,1.5,1e+05,1e-15,0.888267875609257
0.888268,14,-1.07954e-15,-4.44089e-16,0,"errorBounding",1,1.5,1e+05,1e-15,0.888267875609257
0.888268,15,-1.07954e-15,-4.44089e-16,0,"brms",1,1.5,1e+05,1e-15,0.888267875609257
0.888268,15,-1.07954e-15,-4.44089e-16,0,"brms_bulk",1,1.5,1e+05,1e-15,0.888267875609257
0.892626,NA,-0.0106163,-0.00436719,0,"Gaunt",1,1.5,1e+05,1e-16,0.888267875609257
0.888268,15,-1.07954e-15,-4.44089e-16,0,"ST",1,1.5,1e+05,1e-16,0.888267875609257
0.888268,14,-1.07954e-15,-4.44089e-16,0,"errorBounding",1,1.5,1e+05,1e-16,0.888267875609257
0.888268,15,-1.07954e-15,-4.44089e-16,0,"brms",1,1.5,1e+05,1e-16,0.888267875609257
0.888268,15,-1.07954e-15,-4.44089e-16,0,"brms_bulk",1,1.5,1e+05,1e-16,0.888267875609257
0.892626,NA,-0.0106163,-0.00436719,0,"Gaunt",1,1.5,1e+05,1e-17,0.888267875609257
0.888268,16,-1.07954e-15,-4.44089e-16,0,"ST",1,1.5,1e+05,1e-17,0.888267875609257
0.888268,15,-5.39772e-16,-2.22045e-16,0,"errorBounding",1,1.5,1e+05,1e-17,0.888267875609257
0.888268,16,-1.07954e-15,-4.44089e-16,0,"brms",1,1.5,1e+05,1e-17,0.888267875609257
0.888268,16,-1.07954e-15,-4.44089e-16,0,"brms_bulk",1,1.5,1e+05,1e-17,0.888267875609257
0.892626,NA,-0.0106163,-0.00436719,0,"Gaunt",1,1.5,1e+05,1e-18,0.888267875609257
0.888268,16,-1.07954e-15,-4.44089e-16,0,"ST",1,1.5,1e+05,1e-18,0.888267875609257
0.888268,15,-5.39772e-16,-2.22045e-16,0,"errorBounding",1,1.5,1e+05,1e-18,0.888267875609257
0.888268,16,-1.07954e-15,-4.44089e-16,0,"brms",1,1.5,1e+05,1e-18,0.888267875609257
0.888268,16,-1.07954e-15,-4.44089e-16,0,"brms_bulk",1,1.5,1e+05,1e-18,0.888267875609257
0.892626,NA,-0.0106163,-0.00436719,0,"Gaunt",1,1.5,1e+05,1e-19,0.888267875609257
0.888268,17,-1.07954e-15,-4.44089e-16,0,"ST",1,1.5,1e+05,1e-19,0.888267875609257
0.888268,16,-1.07954e-15,-4.44089e-16,0,"errorBounding",1,1.5,1e+05,1e-19,0.888267875609257
0.888268,17,-1.07954e-15,-4.44089e-16,0,"brms",1,1.5,1e+05,1e-19,0.888267875609257
0.888268,17,-1.07954e-15,-4.44089e-16,0,"brms_bulk",1,1.5,1e+05,1e-19,0.888267875609257
0.892626,NA,-0.0106163,-0.00436719,0,"Gaunt",1,1.5,1e+05,1e-20,0.888267875609257
0.888268,18,-1.07954e-15,-4.44089e-16,0,"ST",1,1.5,1e+05,1e-20,0.888267875609257
0.888268,16,-1.07954e-15,-4.44089e-16,0,"errorBounding",1,1.5,1e+05,1e-20,0.888267875609257
0.888268,18,-1.07954e-15,-4.44089e-16,0,"brms",1,1.5,1e+05,1e-20,0.888267875609257
0.888268,18,-1.07954e-15,-4.44089e-16,0,"brms_bulk",1,1.5,1e+05,1e-20,0.888267875609257
1.27287,NA,0.00350936,0.000981746,1,"Gaunt",1.5,1.5,1e+05,0.1,1.27385599003481
1.27206,5,0.00641745,0.00179529,1,"ST",1.5,1.5,1e+05,0.1,1.27385599003481
1.27305,4,0.00287785,0.000805082,1,"errorBounding",1.5,1.5,1e+05,0.1,1.27385599003481
1.25992,5,0.0494749,0.0138406,1,"brms",1.5,1.5,1e+05,0.1,1.27385599003481
1.27206,5,0.00641745,0.00179529,1,"brms_bulk",1.5,1.5,1e+05,0.1,1.27385599003481
1.27287,NA,0.00350936,0.000981746,1,"Gaunt",1.5,1.5,1e+05,0.01,1.27385599003481
1.27368,6,0.000640691,0.000179234,1,"ST",1.5,1.5,1e+05,0.01,1.27385599003481
1.27345,5,0.00144929,0.000405439,1,"errorBounding",1.5,1.5,1e+05,0.01,1.27385599003481
1.27206,6,0.00641745,0.00179529,1,"brms",1.5,1.5,1e+05,0.01,1.27385599003481
1.27368,6,0.000640691,0.000179234,1,"brms_bulk",1.5,1.5,1e+05,0.01,1.27385599003481
1.27287,NA,0.00350936,0.000981746,0,"Gaunt",1.5,1.5,1e+05,0.001,1.27385599003481
1.27384,7,5.11023e-05,1.42959e-05,1,"ST",1.5,1.5,1e+05,0.001,1.27385599003481
1.2738,6,0.000193127,5.40273e-05,1,"errorBounding",1.5,1.5,1e+05,0.001,1.27385599003481
1.27368,7,0.000640691,0.000179234,1,"brms",1.5,1.5,1e+05,0.001,1.27385599003481
1.27384,7,5.11023e-05,1.42959e-05,1,"brms_bulk",1.5,1.5,1e+05,0.001,1.27385599003481
1.27287,NA,0.00350936,0.000981746,0,"Gaunt",1.5,1.5,1e+05,1e-04,1.27385599003481
1.27386,8,3.35011e-06,9.37197e-07,1,"ST",1.5,1.5,1e+05,1e-04,1.27385599003481
1.27385,7,1.75952e-05,4.92226e-06,1,"errorBounding",1.5,1.5,1e+05,1e-04,1.27385599003481
1.27384,8,5.11023e-05,1.42959e-05,1,"brms",1.5,1.5,1e+05,1e-04,1.27385599003481
1.27386,8,3.35011e-06,9.37197e-07,1,"brms_bulk",1.5,1.5,1e+05,1e-04,1.27385599003481
1.27287,NA,0.00350936,0.000981746,0,"Gaunt",1.5,1.5,1e+05,1e-05,1.27385599003481
1.27386,9,1.84562e-07,5.16313e-08,1,"ST",1.5,1.5,1e+05,1e-05,1.27385599003481
1.27386,8,1.24591e-06,3.48544e-07,1,"errorBounding",1.5,1.5,1e+05,1e-05,1.27385599003481
1.27386,9,3.35011e-06,9.37197e-07,1,"brms",1.5,1.5,1e+05,1e-05,1.27385599003481
1.27386,9,1.84562e-07,5.16313e-08,1,"brms_bulk",1.5,1.5,1e+05,1e-05,1.27385599003481
1.27287,NA,0.00350936,0.000981746,0,"Gaunt",1.5,1.5,1e+05,1e-06,1.27385599003481
1.27386,10,8.69773e-09,2.4332e-09,1,"ST",1.5,1.5,1e+05,1e-06,1.27385599003481
1.27386,9,7.21881e-08,2.01947e-08,1,"errorBounding",1.5,1.5,1e+05,1e-06,1.27385599003481
1.27386,10,1.84562e-07,5.16313e-08,1,"brms",1.5,1.5,1e+05,1e-06,1.27385599003481
1.27386,10,8.69773e-09,2.4332e-09,1,"brms_bulk",1.5,1.5,1e+05,1e-06,1.27385599003481
1.27287,NA,0.00350936,0.000981746,0,"Gaunt",1.5,1.5,1e+05,1e-07,1.27385599003481
1.27386,11,3.5577e-10,9.95271e-11,1,"ST",1.5,1.5,1e+05,1e-07,1.27385599003481
1.27386,10,3.52526e-09,9.86194e-10,1,"errorBounding",1.5,1.5,1e+05,1e-07,1.27385599003481
1.27386,11,8.69773e-09,2.4332e-09,1,"brms",1.5,1.5,1e+05,1e-07,1.27385599003481
1.27386,11,3.5577e-10,9.95268e-11,1,"brms_bulk",1.5,1.5,1e+05,1e-07,1.27385599003481
1.27287,NA,0.00350936,0.000981746,0,"Gaunt",1.5,1.5,1e+05,1e-08,1.27385599003481
1.27386,11,3.5577e-10,9.95271e-11,1,"ST",1.5,1.5,1e+05,1e-08,1.27385599003481
1.27386,10,3.52526e-09,9.86194e-10,1,"errorBounding",1.5,1.5,1e+05,1e-08,1.27385599003481
1.27386,11,8.69773e-09,2.4332e-09,1,"brms",1.5,1.5,1e+05,1e-08,1.27385599003481
1.27386,11,3.5577e-10,9.95268e-11,1,"brms_bulk",1.5,1.5,1e+05,1e-08,1.27385599003481
1.27287,NA,0.00350936,0.000981746,0,"Gaunt",1.5,1.5,1e+05,1e-09,1.27385599003481
1.27386,12,1.27893e-11,3.5778e-12,1,"ST",1.5,1.5,1e+05,1e-09,1.27385599003481
1.27386,11,1.48071e-10,4.14231e-11,1,"errorBounding",1.5,1.5,1e+05,1e-09,1.27385599003481
1.27386,12,3.5577e-10,9.95268e-11,1,"brms",1.5,1.5,1e+05,1e-09,1.27385599003481
1.27386,12,1.27885e-11,3.57758e-12,1,"brms_bulk",1.5,1.5,1e+05,1e-09,1.27385599003481
1.27287,NA,0.00350936,0.000981746,0,"Gaunt",1.5,1.5,1e+05,1e-10,1.27385599003481
1.27386,13,4.12736e-13,1.15463e-13,1,"ST",1.5,1.5,1e+05,1e-10,1.27385599003481
1.27386,12,5.43621e-12,1.52078e-12,1,"errorBounding",1.5,1.5,1e+05,1e-10,1.27385599003481
1.27386,13,1.27885e-11,3.57758e-12,1,"brms",1.5,1.5,1e+05,1e-10,1.27385599003481
1.27386,13,4.12736e-13,1.15463e-13,1,"brms_bulk",1.5,1.5,1e+05,1e-10,1.27385599003481
1.27287,NA,0.00350936,0.000981746,0,"Gaunt",1.5,1.5,1e+05,1e-11,1.27385599003481
1.27386,14,1.66682e-14,4.66294e-15,1,"ST",1.5,1.5,1e+05,1e-11,1.27385599003481
1.27386,12,5.43621e-12,1.52078e-12,1,"errorBounding",1.5,1.5,1e+05,1e-11,1.27385599003481
1.27386,14,4.11942e-13,1.15241e-13,1,"brms",1.5,1.5,1e+05,1e-11,1.27385599003481
1.27386,14,1.66682e-14,4.66294e-15,1,"brms_bulk",1.5,1.5,1e+05,1e-11,1.27385599003481
1.27287,NA,0.00350936,0.000981746,0,"Gaunt",1.5,1.5,1e+05,1e-12,1.27385599003481
1.27386,14,1.66682e-14,4.66294e-15,1,"ST",1.5,1.5,1e+05,1e-12,1.27385599003481
1.27386,13,1.80969e-13,5.06262e-14,1,"errorBounding",1.5,1.5,1e+05,1e-12,1.27385599003481
1.27386,14,4.11942e-13,1.15241e-13,1,"brms",1.5,1.5,1e+05,1e-12,1.27385599003481
1.27386,14,1.66682e-14,4.66294e-15,1,"brms_bulk",1.5,1.5,1e+05,1e-12,1.27385599003481
1.27287,NA,0.00350936,0.000981746,0,"Gaunt",1.5,1.5,1e+05,1e-13,1.27385599003481
1.27386,15,4.76234e-15,1.33227e-15,1,"ST",1.5,1.5,1e+05,1e-13,1.27385599003481
1.27386,14,1.03184e-14,2.88658e-15,1,"errorBounding",1.5,1.5,1e+05,1e-13,1.27385599003481
1.27386,15,1.66682e-14,4.66294e-15,1,"brms",1.5,1.5,1e+05,1e-13,1.27385599003481
1.27386,15,4.76234e-15,1.33227e-15,1,"brms_bulk",1.5,1.5,1e+05,1e-13,1.27385599003481
1.27287,NA,0.00350936,0.000981746,0,"Gaunt",1.5,1.5,1e+05,1e-14,1.27385599003481
1.27386,16,4.76234e-15,1.33227e-15,1,"ST",1.5,1.5,1e+05,1e-14,1.27385599003481
1.27386,14,1.03184e-14,2.88658e-15,0,"errorBounding",1.5,1.5,1e+05,1e-14,1.27385599003481
1.27386,16,5.55606e-15,1.55431e-15,1,"brms",1.5,1.5,1e+05,1e-14,1.27385599003481
1.27386,16,4.76234e-15,1.33227e-15,1,"brms_bulk",1.5,1.5,1e+05,1e-14,1.27385599003481
1.27287,NA,0.00350936,0.000981746,0,"Gaunt",1.5,1.5,1e+05,1e-15,1.27385599003481
1.27386,16,4.76234e-15,1.33227e-15,0,"ST",1.5,1.5,1e+05,1e-15,1.27385599003481
1.27386,15,4.76234e-15,1.33227e-15,0,"errorBounding",1.5,1.5,1e+05,1e-15,1.27385599003481
1.27386,16,5.55606e-15,1.55431e-15,0,"brms",1.5,1.5,1e+05,1e-15,1.27385599003481
1.27386,16,4.76234e-15,1.33227e-15,0,"brms_bulk",1.5,1.5,1e+05,1e-15,1.27385599003481
1.27287,NA,0.00350936,0.000981746,0,"Gaunt",1.5,1.5,1e+05,1e-16,1.27385599003481
1.27386,17,4.76234e-15,1.33227e-15,0,"ST",1.5,1.5,1e+05,1e-16,1.27385599003481
1.27386,16,4.76234e-15,1.33227e-15,0,"errorBounding",1.5,1.5,1e+05,1e-16,1.27385599003481
1.27386,17,4.76234e-15,1.33227e-15,0,"brms",1.5,1.5,1e+05,1e-16,1.27385599003481
1.27386,17,4.76234e-15,1.33227e-15,0,"brms_bulk",1.5,1.5,1e+05,1e-16,1.27385599003481
1.27287,NA,0.00350936,0.000981746,0,"Gaunt",1.5,1.5,1e+05,1e-17,1.27385599003481
1.27386,17,4.76234e-15,1.33227e-15,0,"ST",1.5,1.5,1e+05,1e-17,1.27385599003481
1.27386,16,4.76234e-15,1.33227e-15,0,"errorBounding",1.5,1.5,1e+05,1e-17,1.27385599003481
1.27386,17,4.76234e-15,1.33227e-15,0,"brms",1.5,1.5,1e+05,1e-17,1.27385599003481
1.27386,17,4.76234e-15,1.33227e-15,0,"brms_bulk",1.5,1.5,1e+05,1e-17,1.27385599003481
1.27287,NA,0.00350936,0.000981746,0,"Gaunt",1.5,1.5,1e+05,1e-18,1.27385599003481
1.27386,18,4.76234e-15,1.33227e-15,0,"ST",1.5,1.5,1e+05,1e-18,1.27385599003481
1.27386,17,4.76234e-15,1.33227e-15,0,"errorBounding",1.5,1.5,1e+05,1e-18,1.27385599003481
1.27386,18,4.76234e-15,1.33227e-15,0,"brms",1.5,1.5,1e+05,1e-18,1.27385599003481
1.27386,18,4.76234e-15,1.33227e-15,0,"brms_bulk",1.5,1.5,1e+05,1e-18,1.27385599003481
1.27287,NA,0.00350936,0.000981746,0,"Gaunt",1.5,1.5,1e+05,1e-19,1.27385599003481
1.27386,19,4.76234e-15,1.33227e-15,0,"ST",1.5,1.5,1e+05,1e-19,1.27385599003481
1.27386,17,4.76234e-15,1.33227e-15,0,"errorBounding",1.5,1.5,1e+05,1e-19,1.27385599003481
1.27386,19,4.76234e-15,1.33227e-15,0,"brms",1.5,1.5,1e+05,1e-19,1.27385599003481
1.27386,19,4.76234e-15,1.33227e-15,0,"brms_bulk",1.5,1.5,1e+05,1e-19,1.27385599003481
1.27287,NA,0.00350936,0.000981746,0,"Gaunt",1.5,1.5,1e+05,1e-20,1.27385599003481
1.27386,19,4.76234e-15,1.33227e-15,0,"ST",1.5,1.5,1e+05,1e-20,1.27385599003481
1.27386,18,4.76234e-15,1.33227e-15,0,"errorBounding",1.5,1.5,1e+05,1e-20,1.27385599003481
1.27386,19,4.76234e-15,1.33227e-15,0,"brms",1.5,1.5,1e+05,1e-20,1.27385599003481
1.27386,19,4.76234e-15,1.33227e-15,0,"brms_bulk",1.5,1.5,1e+05,1e-20,1.27385599003481
1.63203,NA,0.00842137,0.00164394,1,"Gaunt",2,1.5,1e+05,0.1,1.63367679358037
1.63295,6,0.00370455,0.000723167,1,"ST",2,1.5,1e+05,0.1,1.63367679358037
1.63263,5,0.00536731,0.00104776,1,"errorBounding",2,1.5,1e+05,0.1,1.63367679358037
1.62819,6,0.0280478,0.00547522,1,"brms",2,1.5,1e+05,0.1,1.63367679358037
1.63295,6,0.00370455,0.000723167,1,"brms_bulk",2,1.5,1e+05,0.1,1.63367679358037
1.63203,NA,0.00842137,0.00164394,1,"Gaunt",2,1.5,1e+05,0.01,1.63367679358037
1.6336,7,0.000391856,7.64944e-05,1,"ST",2,1.5,1e+05,0.01,1.63367679358037
1.63347,6,0.00105288,0.000205533,1,"errorBounding",2,1.5,1e+05,0.01,1.63367679358037
1.63295,7,0.00370455,0.000723167,1,"brms",2,1.5,1e+05,0.01,1.63367679358037
1.6336,7,0.000391856,7.64944e-05,1,"brms_bulk",2,1.5,1e+05,0.01,1.63367679358037
1.63203,NA,0.00842137,0.00164394,0,"Gaunt",2,1.5,1e+05,0.001,1.63367679358037
1.63367,8,3.41187e-05,6.66032e-06,1,"ST",2,1.5,1e+05,0.001,1.63367679358037
1.63365,7,0.000130951,2.5563e-05,1,"errorBounding",2,1.5,1e+05,0.001,1.63367679358037
1.6336,8,0.000391856,7.64944e-05,1,"brms",2,1.5,1e+05,0.001,1.63367679358037
1.63367,8,3.41187e-05,6.66032e-06,1,"brms_bulk",2,1.5,1e+05,0.001,1.63367679358037
1.63203,NA,0.00842137,0.00164394,0,"Gaunt",2,1.5,1e+05,1e-04,1.63367679358037
1.63368,9,2.49887e-06,4.87806e-07,1,"ST",2,1.5,1e+05,1e-04,1.63367679358037
1.63367,8,1.24642e-05,2.43315e-06,1,"errorBounding",2,1.5,1e+05,1e-04,1.63367679358037
1.63367,9,3.41187e-05,6.66032e-06,1,"brms",2,1.5,1e+05,1e-04,1.63367679358037
1.63368,9,2.49887e-06,4.87806e-07,1,"brms_bulk",2,1.5,1e+05,1e-04,1.63367679358037
1.63203,NA,0.00842137,0.00164394,0,"Gaunt",2,1.5,1e+05,1e-05,1.63367679358037
1.63368,10,1.56663e-07,3.05823e-08,1,"ST",2,1.5,1e+05,1e-05,1.63367679358037
1.63368,9,9.65969e-07,1.88567e-07,1,"errorBounding",2,1.5,1e+05,1e-05,1.63367679358037
1.63368,10,2.49887e-06,4.87806e-07,1,"brms",2,1.5,1e+05,1e-05,1.63367679358037
1.63368,10,1.56663e-07,3.05823e-08,1,"brms_bulk",2,1.5,1e+05,1e-05,1.63367679358037
1.63203,NA,0.00842137,0.00164394,0,"Gaunt",2,1.5,1e+05,1e-06,1.63367679358037
1.63368,11,8.52878e-09,1.66491e-09,1,"ST",2,1.5,1e+05,1e-06,1.63367679358037
1.63368,10,6.29747e-08,1.22933e-08,1,"errorBounding",2,1.5,1e+05,1e-06,1.63367679358037
1.63368,11,1.56663e-07,3.05823e-08,1,"brms",2,1.5,1e+05,1e-06,1.63367679358037
1.63368,11,8.52878e-09,1.66491e-09,1,"brms_bulk",2,1.5,1e+05,1e-06,1.63367679358037
1.63203,NA,0.00842137,0.00164394,0,"Gaunt",2,1.5,1e+05,1e-07,1.63367679358037
1.63368,12,4.08023e-10,7.96503e-11,1,"ST",2,1.5,1e+05,1e-07,1.63367679358037
1.63368,10,6.29747e-08,1.22933e-08,1,"errorBounding",2,1.5,1e+05,1e-07,1.63367679358037
1.63368,12,8.52878e-09,1.66491e-09,1,"brms",2,1.5,1e+05,1e-07,1.63367679358037
1.63368,12,4.08023e-10,7.96503e-11,1,"brms_bulk",2,1.5,1e+05,1e-07,1.63367679358037
1.63203,NA,0.00842137,0.00164394,0,"Gaunt",2,1.5,1e+05,1e-08,1.63367679358037
1.63368,12,4.08023e-10,7.96503e-11,1,"ST",2,1.5,1e+05,1e-08,1.63367679358037
1.63368,11,3.52809e-09,6.8872e-10,1,"errorBounding",2,1.5,1e+05,1e-08,1.63367679358037
1.63368,12,8.52878e-09,1.66491e-09,1,"brms",2,1.5,1e+05,1e-08,1.63367679358037
1.63368,12,4.08023e-10,7.96503e-11,1,"brms_bulk",2,1.5,1e+05,1e-08,1.63367679358037
1.63203,NA,0.00842137,0.00164394,0,"Gaunt",2,1.5,1e+05,1e-09,1.63367679358037
1.63368,13,1.73133e-11,3.37974e-12,1,"ST",2,1.5,1e+05,1e-09,1.63367679358037
1.63368,12,1.72522e-10,3.36782e-11,1,"errorBounding",2,1.5,1e+05,1e-09,1.63367679358037
1.63368,13,4.08023e-10,7.96503e-11,1,"brms",2,1.5,1e+05,1e-09,1.63367679358037
1.63368,13,1.73133e-11,3.37974e-12,1,"brms_bulk",2,1.5,1e+05,1e-09,1.63367679358037
1.63203,NA,0.00842137,0.00164394,0,"Gaunt",2,1.5,1e+05,1e-10,1.63367679358037
1.63368,14,6.42666e-13,1.25455e-13,1,"ST",2,1.5,1e+05,1e-10,1.63367679358037
1.63368,13,7.44014e-12,1.45239e-12,1,"errorBounding",2,1.5,1e+05,1e-10,1.63367679358037
1.63368,14,1.73133e-11,3.37974e-12,1,"brms",2,1.5,1e+05,1e-10,1.63367679358037
1.63368,14,6.42666e-13,1.25455e-13,1,"brms_bulk",2,1.5,1e+05,1e-10,1.63367679358037
1.63203,NA,0.00842137,0.00164394,0,"Gaunt",2,1.5,1e+05,1e-11,1.63367679358037
1.63368,15,5.68731e-15,1.11022e-15,1,"ST",2,1.5,1e+05,1e-11,1.63367679358037
1.63368,13,7.44014e-12,1.45239e-12,1,"errorBounding",2,1.5,1e+05,1e-11,1.63367679358037
1.63368,15,6.41529e-13,1.25233e-13,1,"brms",2,1.5,1e+05,1e-11,1.63367679358037
1.63368,15,5.68731e-15,1.11022e-15,1,"brms_bulk",2,1.5,1e+05,1e-11,1.63367679358037
1.63203,NA,0.00842137,0.00164394,0,"Gaunt",2,1.5,1e+05,1e-12,1.63367679358037
1.63368,15,5.68731e-15,1.11022e-15,1,"ST",2,1.5,1e+05,1e-12,1.63367679358037
1.63368,14,2.70716e-13,5.28466e-14,1,"errorBounding",2,1.5,1e+05,1e-12,1.63367679358037
1.63368,15,6.41529e-13,1.25233e-13,1,"brms",2,1.5,1e+05,1e-12,1.63367679358037
1.63368,15,5.68731e-15,1.11022e-15,1,"brms_bulk",2,1.5,1e+05,1e-12,1.63367679358037
1.63203,NA,0.00842137,0.00164394,0,"Gaunt",2,1.5,1e+05,1e-13,1.63367679358037
1.63368,16,-1.70619e-14,-3.33067e-15,1,"ST",2,1.5,1e+05,1e-13,1.63367679358037
